Task,T2396,,,,,
0.9515,118,77,22,0.0075,,
0.96,119,77.8,22,0.0075,,
0.968,120,78.7,22,0.0075,,
0.9765,121,79.3,22,0.0085,,
0.9845,122,80.3,22,0.008,,
0.9925,123,81.4,22,0.008,,
1.001,124,82.2,22,0.0075,,
1.0095,125,83.1,22,0.0075,,
1.018,126,83.9,22,0.0075,,
1.0265,127,84.9,22,0.0085,,
1.034,128,85.9,22,0.0075,,
1.0425,129,86.9,22,0.0085,,
1.051,130,88.1,22,0.0075,,
1.0595,131,89.2,22,0.0075,,
1.068,132,90.2,22,0.0075,,
1.0755,133,91.3,22,0.0075,,
1.084,134,92.2,22,0.0085,,
1.092,135,93.6,22,0.008,,
1.1005,136,94.8,22,0.0075,,
1.109,137,96.3,22,0.0075,,
1.1175,138,97.5,22,0.0075,,
1.125,139,98.7,22,0.0075,,
1.1335,140,100,22,0.0085,,
1.142,141,100.9,22,0.0085,,
1.1505,142,102.4,22,0.0075,,
1.1585,143,104,22,0.0075,,
1.167,144,105.4,22,0.0075,,
1.175,145,107.2,22,0.008,,
1.183,146,109.1,22,0.008,,
1.1915,147,110.4,22,0.0085,,
1.2,148,112.5,22,0.0075,,
1.2085,149,114.6,22,0.0075,,
1.217,150,116.5,22,0.0075,,
1.2255,151,118.5,22,0.0085,,
1.233,152,120.6,22,0.0075,,
1.2415,153,123.1,22,0.0085,,
1.2495,154,125.8,22,0.0075,,
1.258,155,128.2,22,0.0075,,
1.2665,156,130.9,22,0.0075,,
1.275,157,133.6,22,0.0085,,
1.2825,158,136.9,22,0.0075,,
1.291,159,140.1,22,0.0085,,
1.2995,160,143.2,22,0.0075,,
1.308,161,146.9,22,0.0075,,
1.3165,162,150.4,22,0.0075,,
1.3245,163,154.2,22,0.008,,
1.3325,164,157.8,22,0.008,,
1.3405,165,160.8,22,0.008,,
1.349,166,163.8,22,0.0075,,
1.3575,167,167,22,0.0075,,
1.366,168,170,22,0.0075,,
1.3745,169,172.3,22,0.0085,,
1.382,170,174.9,22,0.0075,,
1.3905,171,177.6,22,0.0085,,
1.399,172,179.4,22,0.0075,,
1.4075,173,181.3,22,0.0075,,
1.416,174,183.4,22,0.0075,,
1.4255,175,185,22,0.0075,,
1.4255,415,189.4,22.1,0,,
1.426,416,189.3,22.1,0.0005,,
1.4275,417,189.4,22.1,0.001,,
1.43,418,189.4,22.1,0.002,,
1.434,420,189.4,22.1,0.0025,,
1.4405,420,189.7,22.1,0.013,,
1.449,422,190.6,22.1,0.0055,,
1.4565,422,191.7,22.1,0.0185,,
1.465,423,192.9,22.1,0.006,,
1.4735,424,194.3,22.1,0.006,,
1.482,426,195.5,22.1,0.0055,,
1.49,426,196.7,22.1,0.016,,
1.4985,428,198,22.1,0.0055,,
1.506,428,199,22.1,0.0185,,
1.5145,429,200.2,22.1,0.006,,
1.523,430,201.1,22.1,0.006,,
1.5315,432,201.9,22.1,0.0055,,
1.54,432,202.9,22.1,0.017,,
1.5485,434,203.8,22.1,0.0055,,
1.556,434,204.6,22.1,0.0185,,
1.5645,435,205.5,22.1,0.006,,
1.573,436,206.3,22.1,0.006,,
1.581,438,207.2,22.1,0.0055,,
1.5895,438,207.9,22.1,0.017,,
1.598,440,208.7,22.1,0.0055,,
1.6055,440,209.3,22.1,0.0185,,
1.614,441,210.1,22.1,0.006,,
1.6225,442,210.9,22.1,0.006,,
1.631,444,211.5,22.1,0.0055,,
1.6395,444,212.1,22.1,0.017,,
1.648,446,212.8,22.1,0.0055,,
1.6555,446,213.3,22.1,0.0185,,
1.664,447,214,22.1,0.006,,
1.6725,448,214.5,22.1,0.0055,,
1.6805,450,215,22.1,0.0055,,
1.689,450,215.7,22.1,0.017,,
1.6975,452,216.3,22.1,0.0055,,
1.705,452,216.8,22.1,0.0185,,
1.7135,453,217.3,22.1,0.006,,
1.722,454,217.9,22.1,0.0055,,
1.7305,456,218.4,22.1,0.0055,,
1.739,456,218.9,22.1,0.017,,
1.747,458,219.4,22.1,0.0055,,
1.755,458,219.9,22.1,0.02,,
1.763,459,220.3,22.1,0.0055,,
1.7715,460,220.8,22.1,0.006,,
1.78,462,221.2,22.1,0.0055,,
1.7885,462,221.7,22.1,0.017,,
1.797,464,222.2,22.1,0.0055,,
1.8055,464,222.5,22.1,0.021,,
1.813,465,223,22.1,0.0055,,
1.8215,466,223.4,22.1,0.006,,
1.8295,468,223.8,22.1,0.0055,,
1.838,468,224.2,22.1,0.017,,
1.8465,470,224.7,22.1,0.0055,,
1.855,470,225,22.1,0.017,,
1.8625,471,225.4,22.1,0.0055,,
1.871,472,225.8,22.1,0.006,,
1.8795,473,226.1,22.1,0.006,,
1.888,474,226.4,22.1,0.0055,,
1.8965,476,226.9,22.1,0.0055,,
1.9045,476,227.3,22.1,0.016,,
1.9125,477,227.6,22.1,0.0055,,
1.9205,478,227.8,22.1,0.0055,,
1.929,479,228.3,22.1,0.006,,
1.9375,480,228.6,22.1,0.0055,,
1.946,482,228.9,22.1,0.0055,,
1.9545,482,229.3,22.1,0.017,,
1.962,483,229.6,22.1,0.0055,,
1.9705,484,229.9,22.1,0.006,,
1.979,485,230.3,22.1,0.006,,
1.9875,486,230.5,22.1,0.0055,,
1.9955,488,230.8,22.1,0.0055,,
2.004,488,231.2,22.1,0.017,,
2.0115,489,231.5,22.1,0.0055,,
2.02,490,231.8,22.1,0.006,,
2.0285,491,232,22.1,0.006,,
2.037,492,232.4,22.1,0.0055,,
2.0455,494,232.7,22.1,0.0055,,
2.054,494,233,22.1,0.017,,
2.0615,495,233.2,22.1,0.0055,,
2.07,496,233.6,22.1,0.006,,
2.078,497,233.8,22.1,0.0055,,
2.0855,498,234.1,22.1,0.005,,
2.0915,500,234.3,22.1,0.004,,
2.0945,500,234.5,22.1,0.006,,
2.0955,501,234.6,22.1,0.0005,,
2.0965,502,234.6,22.1,0.0005,,
2.0975,503,234.7,22.1,0.0005,,
2.099,504,234.8,22.1,0.001,,
2.101,506,234.7,22.1,0.0015,,
2.1045,506,234.8,22.1,0.007,,
2.1085,507,235,22.1,0.003,,
2.11,508,235,22.1,0.0015,,
