Task,T2045,,,,,
0.949,118,75.1,20.2,0.007,,
0.9575,119,76.1,20.2,0.0075,,
0.966,120,77.1,20.3,0.0075,,
0.9745,121,78.3,20.2,0.0075,,
0.983,122,79.3,20.3,0.0075,,
0.991,123,80.2,20.3,0.0075,,
0.9995,124,81.4,20.3,0.0085,,
1.007,125,82.3,20.3,0.007,,
1.0155,126,83.6,20.3,0.0075,,
1.024,127,84.8,20.3,0.0075,,
1.0325,128,85.9,20.3,0.0075,,
1.041,129,87.1,20.3,0.0075,,
1.049,130,88.1,20.3,0.008,,
1.057,131,89.4,20.3,0.0075,,
1.065,132,90.6,20.3,0.0075,,
1.0735,133,91.6,20.3,0.0075,,
1.082,134,93,20.3,0.0075,,
1.0905,135,94.4,20.3,0.0075,,
1.099,136,95.6,20.3,0.0075,,
1.1065,137,97,20.3,0.007,,
1.115,138,98.2,20.3,0.0075,,
1.123,139,99.8,20.3,0.0075,,
1.1315,140,101.3,20.3,0.0075,,
1.14,141,102.7,20.3,0.0075,,
1.1485,142,104.3,20.3,0.0075,,
1.156,143,105.7,20.3,0.007,,
1.1645,144,107.6,20.3,0.0075,,
1.173,145,109.5,20.3,0.0075,,
1.1815,146,111.3,20.3,0.0075,,
1.1895,147,113.3,20.3,0.0075,,
1.198,148,115.1,20.3,0.0085,,
1.2055,149,117.3,20.3,0.007,,
1.214,150,119.7,20.3,0.0075,,
1.2225,151,122.1,20.3,0.0075,,
1.231,152,124.8,20.3,0.0075,,
1.2395,153,127.6,20.3,0.0075,,
1.248,154,130.4,20.3,0.0085,,
1.2555,155,133.5,20.3,0.007,,
1.2635,156,136.7,20.3,0.0075,,
1.272,157,140.2,20.3,0.0075,,
1.2805,158,143.8,20.3,0.0075,,
1.289,159,147.6,20.3,0.0075,,
1.2975,160,151,20.3,0.0075,,
1.305,161,154.8,20.3,0.007,,
1.3135,162,158.7,20.3,0.0075,,
1.322,163,162.3,20.3,0.0075,,
1.33,164,165.7,20.3,0.0075,,
1.3385,165,169.2,20.3,0.0075,,
1.347,166,172.4,20.3,0.0075,,
1.3545,167,175,20.3,0.007,,
1.363,168,177.8,20.3,0.0075,,
1.3715,169,180.1,20.3,0.0075,,
1.38,170,182.4,20.3,0.0075,,
1.388,171,184.6,20.3,0.0075,,
1.3935,172,185.2,20.3,0.008,,
1.3935,412,189.5,20.4,0,,
1.394,413,189.6,20.4,0.0005,,
1.3955,414,189.6,20.4,0.0015,,
1.398,415,189.6,20.4,0.003,,
1.402,416,190,20.4,0.004,,
1.4085,417,190.7,20.4,0.0065,,
1.417,418,191.8,20.4,0.0085,,
1.4245,419,193,20.4,0.0085,,
1.433,420,194.4,20.4,0.0095,,
1.441,421,195.6,20.4,0.009,,
1.4495,422,197.1,20.4,0.0085,,
1.458,423,198.3,20.4,0.0085,,
1.4665,424,199.4,20.4,0.0085,,
1.475,425,200.6,20.4,0.0095,,
1.4825,426,201.7,20.4,0.0085,,
1.491,427,202.9,20.4,0.0095,,
1.4995,428,203.8,20.4,0.0085,,
1.5075,429,204.7,20.4,0.008,,
1.516,430,205.7,20.4,0.0085,,
1.5245,431,206.6,20.4,0.0095,,
1.532,432,207.5,20.4,0.0085,,
1.5405,433,208.3,20.4,0.0095,,
1.549,434,209,20.4,0.0085,,
1.5575,435,209.9,20.4,0.0085,,
1.5655,436,210.7,20.4,0.008,,
1.5735,437,211.4,20.4,0.009,,
1.5815,438,211.9,20.4,0.009,,
1.59,439,212.7,20.4,0.0095,,
1.5985,440,213.6,20.4,0.0085,,
1.607,441,214.1,20.4,0.0085,,
1.6155,442,214.6,20.4,0.0085,,
1.623,443,215.4,20.4,0.0085,,
1.6315,444,216.1,20.4,0.0095,,
1.64,445,216.7,20.4,0.0095,,
1.648,446,217.2,20.4,0.008,,
1.6565,447,217.7,20.4,0.0085,,
1.665,448,218.5,20.4,0.0085,,
1.6725,449,219,20.4,0.0085,,
1.681,450,219.6,20.4,0.0095,,
1.6895,451,220.1,20.4,0.0095,,
1.698,452,220.7,20.4,0.0085,,
1.706,453,221.3,20.4,0.008,,
1.7145,454,221.7,20.4,0.0085,,
1.723,455,222.2,20.4,0.0095,,
1.7305,456,222.6,20.4,0.0085,,
1.739,457,223.1,20.4,0.0095,,
1.7475,458,223.6,20.4,0.0085,,
1.756,459,224,20.4,0.0085,,
1.764,460,224.3,20.4,0.008,,
1.7725,461,224.9,20.4,0.0085,,
1.78,462,225.2,20.4,0.0085,,
1.7885,463,225.8,20.4,0.0095,,
1.797,464,226.1,20.4,0.0085,,
1.8055,465,226.5,20.4,0.0085,,
1.814,466,227.1,20.4,0.0085,,
1.8225,467,227.3,20.4,0.0095,,
1.83,468,227.8,20.4,0.0085,,
1.8385,469,228.1,20.4,0.0095,,
1.8465,470,228.5,20.4,0.008,,
1.855,471,229,20.4,0.0085,,
1.8635,472,229.2,20.4,0.0085,,
1.872,473,229.7,20.4,0.0095,,
1.8795,474,229.9,20.4,0.0085,,
1.888,475,230.4,20.4,0.0095,,
1.8965,476,230.8,20.4,0.0085,,
1.9045,477,231,20.4,0.008,,
1.913,478,231.2,20.4,0.0085,,
1.9215,479,231.7,20.4,0.0085,,
1.929,480,231.9,20.4,0.0085,,
1.9375,481,232.3,20.4,0.0095,,
1.946,482,232.5,20.4,0.0085,,
1.9545,483,232.9,20.4,0.0085,,
1.963,484,233.3,20.4,0.0085,,
1.971,485,233.5,20.4,0.009,,
1.9785,486,233.8,20.4,0.0085,,
1.9855,487,234,20.4,0.008,,
1.9885,488,234.4,20.4,0.003,,
1.989,489,234.6,20.4,0.0005,,
1.9895,490,234.5,20.4,0.0005,,
1.99,491,234.6,20.4,0.0005,,
1.991,492,234.4,20.4,0.001,,
1.9915,493,234.6,20.4,0.0005,,
1.993,494,234.7,20.4,0.0015,,
1.9945,495,234.6,20.4,0.0015,,
1.9965,496,234.8,20.4,0.002,,
1.9985,497,234.8,20.4,0.002,,
2.001,498,234.9,20.4,0.003,,
2.002,498,235,20.4,0.0025,,
Scope 1/1, Sample 4/32 (S2),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-56,20.1,NaN,,
0.001,1,-56.3,20.2,0.001,,
0.0025,2,-56.2,20.1,0.0015,,
0.005,3,-56.3,20.1,0.0025,,
0.009,4,-56,20.2,0.0035,,
0.015,5,-55.8,20.2,0.0055,,
0.0235,6,-55.5,20.2,0.0075,,
0.032,7,-54.7,20.2,0.0075,,
0.0405,8,-53.7,20.2,0.0075,,
0.048,9,-52.7,20.2,0.007,,
0.0565,10,-51.6,20.2,0.0075,,
0.065,11,-50.4,20.2,0.0075,,
0.073,12,-48.8,20.2,0.0075,,
0.0815,13,-47.1,20.2,0.0075,,
0.09,14,-45.7,20.2,0.0075,,
0.0975,15,-44,20.2,0.007,,
0.106,16,-42.2,20.2,0.0075,,
0.1145,17,-40,20.2,0.0075,,
0.123,18,-37.9,20.2,0.0075,,
0.131,19,-35.7,20.2,0.0075,,
0.1395,20,-33.2,20.2,0.0075,,
0.148,21,-30.9,20.2,0.0085,,
0.1555,22,-28.2,20.2,0.007,,
0.164,23,-25.6,20.2,0.0075,,
0.1725,24,-22.9,20.2,0.0075,,
0.181,25,-19.9,20.2,0.0075,,
0.1895,26,-17.1,20.2,0.0075,,
0.197,27,-14.6,20.2,0.007,,
0.2055,28,-12.3,20.2,0.0075,,
0.2135,29,-10,20.2,0.0075,,
0.222,30,-7.6,20.2,0.0075,,
0.2305,31,-5.5,20.2,0.0075,,
0.239,32,-3.7,20.2,0.0075,,
0.2465,33,-2.3,20.2,0.007,,
0.255,34,-0.7,20.2,0.0075,,
0.2635,35,0.8,20.2,0.0075,,
0.272,36,2,20.2,0.0075,,
0.28,37,3.4,20.2,0.0075,,
0.2885,38,4.8,20.2,0.0075,,
0.297,39,5.8,20.2,0.0085,,
0.3045,40,7.2,20.2,0.007,,
0.313,41,8.3,20.2,0.0075,,
0.3215,42,9.4,20.2,0.0075,,
0.33,43,10.6,20.2,0.0075,,
0.338,44,11.8,20.2,0.0075,,
0.3465,45,12.7,20.2,0.0085,,
0.354,46,13.6,20.2,0.007,,
0.3625,47,14.6,20.2,0.0075,,
0.371,48,15.8,20.2,0.0075,,
0.3795,49,16.7,20.2,0.0075,,
0.388,50,17.6,20.2,0.0075,,
0.3955,51,18.4,20.2,0.007,,
0.404,52,19.5,20.2,0.0075,,
0.4125,53,20.5,20.2,0.0075,,
0.4205,54,21.2,20.2,0.0075,,
0.429,55,22.2,20.2,0.0075,,
0.4375,56,23.2,20.2,0.0075,,
0.445,57,24,20.2,0.007,,
0.4535,58,24.8,20.2,0.0075,,
0.462,59,25.5,20.2,0.0075,,
0.4705,60,26.5,20.2,0.0075,,
0.479,61,27.5,20.2,0.0075,,
0.487,62,28.2,20.2,0.0075,,
0.4945,63,29,20.2,0.007,,
0.503,64,29.8,20.2,0.0075,,
0.5115,65,30.8,20.2,0.0075,,
0.52,66,31.7,20.2,0.0075,,
0.5285,67,32.3,20.2,0.0075,,
0.537,68,33.2,20.2,0.0075,,
0.5445,69,33.9,20.2,0.007,,
0.553,70,35,20.2,0.0075,,
0.561,71,35.8,20.2,0.0075,,
0.5695,72,36.5,20.2,0.0075,,
0.578,73,37.5,20.2,0.0075,,
0.5865,74,38.4,20.2,0.0075,,
0.594,75,39.2,20.2,0.007,,
0.6025,76,40,20.2,0.0075,,
0.611,77,40.7,20.2,0.0075,,
0.619,78,41.6,20.2,0.0075,,
0.6275,79,42.5,20.2,0.0075,,
0.636,80,43.2,20.2,0.0075,,
0.6435,81,44,20.2,0.007,,
0.652,82,44.8,20.2,0.0075,,
0.6605,83,45.8,20.2,0.0075,,
0.669,84,46.6,20.2,0.0075,,
0.6775,85,47.3,20.2,0.0075,,
0.6855,86,48.4,20.2,0.0075,,
0.6935,87,48.9,20.2,0.0075,,
0.7015,88,49.8,20.2,0.0075,,
0.71,89,50.7,20.2,0.0075,,
0.7185,90,51.4,20.2,0.0075,,
0.727,91,52.3,20.2,0.0075,,
0.7355,92,53.3,20.2,0.0075,,
0.743,93,54.1,20.2,0.0075,,
0.7515,94,54.8,20.2,0.0075,,
0.7595,95,55.6,20.2,0.0075,,
0.768,96,56.5,20.2,0.0075,,
0.7765,97,57.5,20.2,0.0075,,
0.785,98,58.2,20.2,0.0075,,
0.7925,99,59,20.2,0.0075,,
0.801,100,59.9,20.2,0.0075,,
0.8095,101,61,20.2,0.0075,,
0.818,102,62,20.2,0.0075,,
0.826,103,62.7,20.2,0.0075,,
0.8345,104,63.6,20.2,0.0075,,
0.843,105,64.3,20.2,0.0085,,
0.8505,106,65.4,20.2,0.007,,
0.859,107,66.3,20.2,0.0075,,
0.8675,108,67.2,20.2,0.0075,,
0.876,109,68.3,20.2,0.0075,,
0.884,110,69.1,20.2,0.0075,,
0.892,111,70,20.2,0.0075,,
0.9,112,70.7,20.2,0.0075,,
0.9085,113,71.7,20.2,0.0075,,
0.917,114,72.8,20.2,0.0075,,
0.9255,115,73.8,20.2,0.0075,,
0.934,116,74.6,20.2,0.0075,,
0.9415,117,75.5,20.2,0.007,,
0.95,118,76.5,20.2,0.0075,,
0.9585,119,77.7,20.2,0.0075,,
0.9665,120,78.7,20.2,0.0075,,
0.975,121,79.6,20.2,0.0075,,
0.9835,122,80.7,20.2,0.0075,,
0.992,123,81.4,20.2,0.0085,,
0.9995,124,82.5,20.2,0.007,,
1.008,125,83.4,20.2,0.0075,,
1.0165,126,84.3,20.2,0.0075,,
1.0245,127,85.5,20.2,0.0075,,
1.033,128,86.6,20.2,0.0075,,
1.0415,129,87.7,20.2,0.0085,,
1.049,130,88.6,20.2,0.007,,
1.0575,131,89.7,20.2,0.0075,,
1.066,132,91,20.2,0.0075,,
1.0745,133,92.1,20.2,0.0075,,
1.0825,134,93.1,20.2,0.0075,,
1.091,135,94.3,20.2,0.0085,,
1.0985,136,95.6,20.2,0.007,,
1.107,137,97.1,20.2,0.0075,,
1.1155,138,98.4,20.2,0.0075,,
1.124,139,99.7,20.2,0.0075,,
1.1325,140,101.3,20.3,0.0075,,
1.141,141,102.6,20.3,0.0075,,
1.1485,142,103.9,20.3,0.007,,
1.1565,143,105.3,20.3,0.0075,,
1.165,144,107,20.3,0.0075,,
1.1735,145,108.8,20.3,0.0075,,
1.182,146,110.6,20.3,0.0075,,
1.1905,147,112.3,20.3,0.0085,,
1.198,148,114,20.3,0.007,,
1.2065,149,116,20.3,0.0075,,
1.215,150,118.3,20.3,0.0075,,
1.223,151,120.5,20.3,0.0075,,
1.2315,152,122.7,20.3,0.0075,,
1.24,153,125.4,20.3,0.0075,,
1.2475,154,127.7,20.3,0.007,,
1.256,155,130.8,20.3,0.0075,,
1.2645,156,133.7,20.3,0.0075,,
1.273,157,136.8,20.3,0.0075,,
1.281,158,140.1,20.3,0.0075,,
1.2895,159,143.4,20.3,0.0075,,
1.297,160,146.9,20.3,0.007,,
1.3055,161,150.4,20.3,0.0075,,
1.314,162,154.1,20.3,0.0075,,
1.3225,163,157.8,20.3,0.0075,,
1.331,164,161.4,20.3,0.0075,,
1.3395,165,164.6,20.3,0.0075,,
1.347,166,167.6,20.3,0.007,,
1.355,167,170.7,20.3,0.0075,,
1.3635,168,173.6,20.3,0.0075,,
1.372,169,176.2,20.3,0.0075,,
1.3805,170,178.5,20.3,0.0075,,
1.389,171,180.9,20.3,0.0075,,
1.3965,172,182.7,20.3,0.007,,
1.405,173,184.9,20.3,0.0075,,
1.4085,174,185.4,20.3,0.007,,
1.4085,414,189.1,20.4,0,,
1.409,415,188.9,20.4,0.001,,
1.4105,416,189,20.4,0.0025,,
1.413,417,189.3,20.4,0.004,,
1.417,418,189.5,20.4,0.0055,,
1.423,419,190.1,20.4,0.0085,,
1.431,420,191.4,20.4,0.0115,,
1.439,421,192.5,20.4,0.0135,,
1.447,422,193.9,20.4,0.0135,,
1.4555,423,195.3,20.4,0.014,,
1.464,424,196.4,20.4,0.012,,
1.4725,425,197.8,20.4,0.012,,
1.481,426,199.1,20.4,0.012,,
1.4885,427,200.1,20.4,0.0125,,
1.497,428,201.1,20.4,0.014,,
1.505,429,202.1,20.4,0.0135,,
1.5135,430,203.3,20.4,0.012,,
1.522,431,204.2,20.4,0.012,,
1.5305,432,205,20.4,0.012,,
1.538,433,205.8,20.4,0.0125,,
1.5465,434,206.7,20.4,0.014,,
1.555,435,207.7,20.4,0.014,,
1.5635,436,208.4,20.4,0.012,,
1.5715,437,209.1,20.4,0.0115,,
1.58,438,210,20.4,0.012,,
1.5875,439,210.6,20.4,0.0125,,
1.596,440,211.4,20.4,0.014,,
1.6045,441,212,20.4,0.014,,
1.613,442,212.6,20.4,0.012,,
1.6215,443,213.5,20.4,0.012,,
1.63,444,214.1,20.4,0.012,,
1.6375,445,214.7,20.4,0.0125,,
1.646,446,215.2,20.4,0.014,,
1.654,447,216,20.4,0.0135,,
1.6625,448,216.7,20.4,0.012,,
1.671,449,217.2,20.4,0.012,,
1.6795,450,217.7,20.4,0.012,,
1.687,451,218.1,20.4,0.0125,,
1.6955,452,218.7,20.4,0.014,,
1.704,453,219.4,20.4,0.014,,
1.712,454,219.9,20.4,0.0115,,
1.7205,455,220.3,20.4,0.012,,
1.729,456,221,20.4,0.012,,
1.7365,457,221.4,20.4,0.0125,,
1.745,458,222,20.4,0.014,,
1.7535,459,222.2,20.4,0.014,,
1.762,460,222.6,20.4,0.012,,
1.77,461,223.2,20.4,0.0115,,
1.7785,462,223.7,20.4,0.012,,
1.786,463,224.1,20.4,0.0125,,
1.7945,464,224.3,20.4,0.014,,
1.803,465,224.7,20.4,0.014,,
1.8115,466,225.3,20.4,0.012,,
1.82,467,225.7,20.4,0.012,,
1.8285,468,226,20.4,0.012,,
1.836,469,226.4,20.4,0.0125,,
1.844,470,226.8,20.4,0.0135,,
1.8525,471,227.4,20.4,0.014,,
1.861,472,227.8,20.4,0.012,,
1.8695,473,228,20.4,0.012,,
1.878,474,228.5,20.4,0.012,,
1.8865,475,229,20.4,0.012,,
1.894,476,229.3,20.4,0.0125,,
1.902,477,229.5,20.4,0.0135,,
1.9105,478,229.8,20.4,0.014,,
1.919,479,230.2,20.4,0.012,,
1.9275,480,230.6,20.4,0.012,,
1.936,481,230.8,20.4,0.012,,
1.9435,482,231.1,20.4,0.0125,,
1.952,483,231.4,20.4,0.014,,
1.96,484,231.8,20.4,0.0135,,
1.9685,485,232.3,20.4,0.012,,
1.977,486,232.4,20.4,0.012,,
1.9855,487,232.8,20.4,0.012,,
1.993,488,233,20.4,0.0125,,
2.0015,489,233.5,20.4,0.014,,
2.0095,490,233.8,20.4,0.0135,,
2.0175,491,234,20.4,0.0115,,
2.0235,492,234.3,20.4,0.0085,,
2.0255,493,234.6,20.4,0.003,,
2.0265,494,234.6,20.4,0.0015,,
2.027,495,234.6,20.4,0.001,,
2.0275,496,234.4,20.4,0.001,,
2.028,497,234.5,20.4,0.0005,,
2.029,498,234.7,20.4,0.0015,,
2.0305,499,234.6,20.4,0.002,,
2.032,500,234.6,20.4,0.0025,,
2.034,501,234.6,20.4,0.0035,,
2.036,502,234.8,20.4,0.0035,,
2.0365,503,235,20.4,0.0005,,
Scope 1/1, Sample 5/32 (S3),,,,,
Result,TitrationEP1,,,,,
V,t,E,T,dV/dt,E acc. stat.,Volume acc. stat.
0,0,-55.9,20.5,NaN,,
0.001,1,-56,20.5,0.001,,
0.0025,2,-56,20.5,0.0015,,
0.005,3,-56.1,20.5,0.0025,,
0.0085,4,-55.9,20.5,0.003,,
0.015,5,-55.7,20.5,0.006,,
0.023,6,-55.4,20.5,0.0075,,
0.0315,7,-54.7,20.5,0.0075,,
0.04,8,-53.6,20.5,0.0075,,
0.0475,9,-52.6,20.5,0.0075,,
0.056,10,-51.3,20.5,0.0075,,
0.0645,11,-50.1,20.5,0.0075,,
0.0725,12,-48.7,20.5,0.0075,,
0.081,13,-47,20.5,0.0075,,
0.0895,14,-45.3,20.5,0.0075,,
0.098,15,-43.5,20.5,0.0085,,
0.1055,16,-41.8,20.5,0.007,,
0.114,17,-39.8,20.5,0.0075,,
0.1225,18,-37.6,20.5,0.0075,,
0.1305,19,-35.4,20.5,0.0075,,
0.139,20,-33.1,20.5,0.0075,,
0.1475,21,-30.6,20.5,0.0075,,
0.155,22,-28.3,20.5,0.007,,
0.1635,23,-25.5,20.5,0.0075,,
0.172,24,-22.6,20.5,0.0075,,
0.1805,25,-19.9,20.5,0.0075,,
0.1885,26,-17,20.5,0.0075,,
0.197,27,-14.4,20.5,0.0075,,
0.2045,28,-12.2,20.5,0.007,,
0.213,29,-10,20.5,0.0075,,
0.2215,30,-8.1,20.5,0.0075,,
0.23,31,-5.9,20.5,0.0075,,
0.2385,32,-3.9,20.5,0.0075,,
0.247,33,-2.5,20.5,0.0075,,
0.2545,34,-1.1,20.5,0.007,,
0.263,35,0.4,20.5,0.0075,,
0.271,36,1.8,20.5,0.0075,,
0.2795,37,3.2,20.5,0.0075,,
0.288,38,4.5,20.5,0.0075,,
0.2965,39,5.9,20.5,0.0075,,
0.304,40,6.8,20.5,0.007,,
0.3125,41,8,20.5,0.0075,,
0.321,42,9,20.5,0.0075,,
0.329,43,10.1,20.5,0.0075,,
0.3375,44,11.3,20.5,0.0075,,
0.346,45,12.1,20.5,0.0085,,
0.3535,46,13.2,20.5,0.007,,
0.362,47,14.1,20.5,0.0075,,
0.3705,48,15.2,20.5,0.0075,,
0.379,49,16.2,20.5,0.0075,,
0.3875,50,17.1,20.5,0.0075,,
0.395,51,18,20.5,0.0075,,
0.4035,52,18.7,20.5,0.0075,,
0.4115,53,19.7,20.5,0.0075,,
0.42,54,20.7,20.5,0.0075,,
0.4285,55,21.4,20.5,0.0075,,
0.437,56,22.2,20.5,0.0075,,
0.4455,57,23,20.5,0.0075,,
0.453,58,24.1,20.5,0.007,,
0.4615,59,25,20.5,0.0075,,
0.47,60,25.7,20.5,0.0075,,
0.478,61,26.6,20.5,0.0075,,
0.4865,62,27.6,20.5,0.0075,,
0.495,63,28.3,20.5,0.0085,,
0.5025,64,29.2,20.5,0.007,,
0.511,65,29.9,20.5,0.0075,,
0.5195,66,30.8,20.5,0.0075,,
0.528,67,31.7,20.5,0.0075,,
0.536,68,32.5,20.5,0.0075,,
0.5445,69,33.3,20.5,0.0075,,
0.552,70,34,20.5,0.007,,
0.5605,71,35,20.5,0.0075,,
0.569,72,35.8,20.5,0.0075,,
0.5775,73,36.5,20.5,0.0075,,
0.586,74,37.3,20.5,0.0075,,
0.594,75,38.2,20.6,0.0075,,
0.602,76,38.9,20.6,0.0075,,
0.61,77,39.8,20.6,0.0075,,
0.6185,78,40.6,20.6,0.0075,,
0.627,79,41.5,20.6,0.0075,,
0.6355,80,42.4,20.6,0.0075,,
0.644,81,43.2,20.6,0.0075,,
0.6515,82,44,20.6,0.007,,
0.66,83,44.9,20.6,0.0075,,
0.6685,84,45.9,20.6,0.0075,,
0.6765,85,46.8,20.6,0.0075,,
0.685,86,47.5,20.6,0.0075,,
0.6935,87,48.3,20.6,0.0075,,
0.701,88,49,20.6,0.007,,
0.7095,89,50,20.6,0.0075,,
0.718,90,50.9,20.6,0.0075,,
0.7265,91,51.7,20.6,0.0075,,
0.7345,92,52.6,20.6,0.0075,,
0.743,93,53.6,20.6,0.0075,,
0.7505,94,54.4,20.6,0.007,,
0.759,95,55.2,20.6,0.0075,,
0.7675,96,56,20.6,0.0075,,
0.776,97,57,20.6,0.0075,,
0.7845,98,58,20.6,0.0075,,
0.793,99,58.8,20.6,0.0085,,
0.8005,100,59.5,20.6,0.007,,
0.809,101,60.3,20.6,0.0075,,
0.817,102,61.3,20.6,0.0075,,
0.8255,103,62.1,20.6,0.0075,,
0.834,104,63,20.6,0.0075,,
0.8425,105,63.8,20.6,0.0085,,
0.85,106,64.7,20.6,0.007,,
0.8585,107,65.8,20.6,0.0075,,
0.867,108,66.7,20.6,0.0075,,
0.8755,109,67.6,20.6,0.0075,,
0.8835,110,68.6,20.6,0.0075,,
0.8915,111,69.5,20.6,0.0075,,
0.8995,112,70.4,20.6,0.0075,,
0.908,113,71.2,20.6,0.0075,,
0.9165,114,72.2,20.6,0.0075,,
0.925,115,73.3,20.6,0.0075,,
0.9335,116,74.2,20.6,0.0075,,
0.941,117,75.1,20.6,0.0075,,
0.9495,118,76,20.6,0.0075,,
0.958,119,77,20.6,0.0075,,
0.966,120,78,20.6,0.0075,,
0.9745,121,78.9,20.6,0.0075,,
0.983,122,79.9,20.6,0.0075,,
0.9915,123,80.8,20.6,0.0085,,
0.999,124,81.9,20.6,0.007,,
1.0075,125,83,20.6,0.0075,,
1.016,126,84.1,20.6,0.0075,,
1.024,127,85.2,20.6,0.0075,,
1.0325,128,86.4,20.6,0.0075,,
1.04,129,87.4,20.6,0.0075,,
1.0485,130,88.6,20.6,0.0075,,
1.057,131,89.5,20.6,0.0075,,
1.0655,132,90.7,20.6,0.0075,,
1.074,133,91.9,20.6,0.0075,,
1.082,134,93.1,20.6,0.0075,,
1.0905,135,94.3,20.6,0.0085,,
1.098,136,95.5,20.6,0.007,,
1.1065,137,96.8,20.6,0.0075,,
1.115,138,98.3,20.6,0.0075,,
1.1235,139,99.6,20.6,0.0075,,
1.132,140,100.8,20.6,0.0075,,
1.1405,141,102.3,20.6,0.0085,,
1.148,142,103.7,20.6,0.007,,
1.156,143,105.5,20.6,0.0075,,
1.1645,144,107,20.6,0.0075,,
1.173,145,108.6,20.6,0.0075,,
1.1815,146,110.6,20.6,0.0075,,
1.19,147,112.2,20.6,0.0085,,
1.1975,148,114.3,20.6,0.007,,
1.206,149,116.2,20.6,0.0075,,
1.2145,150,118.3,20.6,0.0075,,
1.2225,151,120.7,20.6,0.0075,,
1.231,152,123,20.6,0.0075,,
1.2395,153,125.3,20.6,0.0085,,
1.247,154,127.9,20.6,0.007,,
1.2555,155,130.9,20.6,0.0075,,
1.264,156,134.1,20.6,0.0075,,
1.2725,157,137,20.6,0.0075,,
1.2805,158,140.4,20.6,0.0075,,
1.289,159,144.2,20.6,0.0075,,
1.2965,160,147.4,20.6,0.007,,
1.305,161,151.2,20.6,0.0075,,
1.3135,162,154.8,20.6,0.0075,,
1.322,163,158.6,20.6,0.0075,,
1.3305,164,162.6,20.6,0.0075,,
1.339,165,165.7,20.6,0.0085,,
1.3465,166,168.8,20.6,0.007,,
1.355,167,171.7,20.6,0.0075,,
1.363,168,174.8,20.6,0.0075,,
1.3715,169,177.5,20.6,0.0075,,
1.38,170,179.8,20.6,0.0075,,
1.3875,171,181.9,20.6,0.0075,,
1.396,172,184,20.6,0.0075,,
1.402,173,185.1,20.6,0.0075,,
1.402,413,188.9,20.7,0,,
1.4025,414,188.7,20.7,0.0005,,
1.404,415,188.8,20.7,0.0015,,
1.4065,416,189.1,20.7,0.003,,
1.4105,417,189.4,20.7,0.004,,
1.4165,418,190,20.7,0.006,,
1.4245,419,191.3,20.7,0.008,,
1.4325,420,192.5,20.7,0.009,,
1.4405,421,193.9,20.7,0.009,,
1.449,422,195.3,20.7,0.0095,,
1.4575,423,196.6,20.7,0.0085,,
1.466,424,198,20.7,0.0085,,
1.4745,425,199.1,20.7,0.0085,,
1.482,426,200.3,20.7,0.0085,,
1.4905,427,201.3,20.7,0.0095,,
1.4985,428,202.3,20.7,0.009,,
1.507,429,203.6,20.7,0.0085,,
1.5155,430,204.5,20.7,0.0085,,
1.524,431,205.4,20.7,0.0085,,
1.5315,432,206,20.7,0.0085,,
1.54,433,207,20.7,0.0095,,
1.5485,434,207.9,20.7,0.0095,,
1.557,435,208.8,20.7,0.0085,,
1.565,436,209.6,20.7,0.008,,
1.5735,437,210.5,20.7,0.0085,,
1.581,438,211.1,20.7,0.0085,,
1.5895,439,212,20.7,0.0095,,
1.598,440,212.5,20.7,0.0095,,
1.6065,441,213.2,20.7,0.0085,,
1.615,442,213.9,20.7,0.0085,,
1.623,443,214.5,20.7,0.008,,
1.631,444,215.3,20.7,0.009,,
1.639,445,215.7,20.7,0.009,,
1.6475,446,216.4,20.7,0.0095,,
1.656,447,217.1,20.7,0.0085,,
1.6645,448,217.6,20.7,0.0085,,
1.673,449,218.1,20.7,0.0085,,
1.6805,450,218.6,20.7,0.0085,,
1.689,451,219.2,20.7,0.0095,,
1.6975,452,219.9,20.7,0.0095,,
1.706,453,220.4,20.7,0.0085,,
1.714,454,220.9,20.7,0.008,,
1.7225,455,221.4,20.7,0.0095,,
1.73,456,222,20.7,0.0085,,
1.7385,457,222.4,20.7,0.0095,,
1.747,458,222.8,20.7,0.0085,,
1.7555,459,223.4,20.7,0.0085,,
1.764,460,223.9,20.7,0.0085,,
1.772,461,224.3,20.7,0.008,,
1.78,462,224.6,20.7,0.009,,
1.788,463,225,20.7,0.009,,
1.7965,464,225.6,20.7,0.0085,,
1.805,465,226.1,20.7,0.0085,,
1.8135,466,226.3,20.7,0.0085,,
1.822,467,226.8,20.7,0.0085,,
1.8295,468,227.1,20.7,0.0085,,
1.838,469,227.6,20.7,0.0095,,
1.8465,470,227.9,20.7,0.0085,,
1.8545,471,228.1,20.7,0.008,,
1.863,472,228.7,20.7,0.0085,,
1.8715,473,229,20.7,0.0095,,
1.879,474,229.6,20.7,0.0085,,
1.8875,475,229.9,20.7,0.0095,,
1.896,476,230,20.7,0.0085,,
1.9045,477,230.5,20.7,0.0085,,
1.9125,478,230.9,20.7,0.008,,
1.921,479,231.1,20.7,0.0085,,
1.9285,480,231.5,20.7,0.0085,,
1.937,481,231.6,20.7,0.0095,,
1.9455,482,232.1,20.7,0.0095,,
1.954,483,232.5,20.7,0.0085,,
1.9625,484,232.7,20.7,0.0085,,
1.9705,485,233.2,20.7,0.008,,
1.9785,486,233.3,20.7,0.009,,
